nid,nombres,apellidos,seudonimos,variantes,genero,fecha_nacimiento,fecha_muerte,ano_nacimiento,ano_muerte,lugar_nacimiento,disciplinas,subdisciplinas,fuentes,enlaces_titulo,enlaces_url,notas,obs_tipo,obs_descripcion
,Piero,De Vicari,,,Hombre,,,1963,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,José María,Deville,,,Hombre,,,1956,,Córdoba,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
9164,Alina,Diaconú,,,Mujer,,,1945,,Rumania,Escritura,Escritura: Narrativa|Periodismo|Narrativa|Escritura: Periodismo,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Alina_Diacon%C3%BA,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Periodismo
,Mario,Diament,,,Hombre,,,1942,,Capital Federal,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,José Antonio,Díaz,,,Hombre,,,1952,,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Patricia,Díaz Bialet,,,Mujer,,,1962,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Rafael,Díaz Guzman,,,Hombre,,,1945,,Mendoza,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
9166,Liliana,Díaz Mindurry,,,Mujer,,,1953,,Capital Federal,Escritura,Poesía|Escritura: Narrativa|Narrativa|Escritura: Poesía,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Liliana_D%C3%ADaz_Mindurry,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía
,Alfredo Raúl,Di Bernardo,,,Hombre,,,1965,,Santa Fe,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Nora,Didier De Iungman,,,Mujer,,,1948,,Santa Fe,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Noemí,Díez,,,Mujer,,,1946,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Vicente,Di Lernia,,,Hombre,,,1942,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,María Alicia,Dillon,,,Mujer,,,1941,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Marta,Dillon,,,Mujer,,,1966,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Marcelo,Di Marco,,,Hombre,,,1957,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Jorge,Di Paola Levin,,,Hombre,,,1940,,Buenos Aires,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Selva,Dipasquale,,,Mujer,,,1968,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Jorge Alberto,Dipre,,,Hombre,,,1960,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
9186,Hugo,Diz,,,Hombre,,,1942,,Santa Fe,Música|Escritura,Poesía|Autor de letra|Dramaturgia|Escritura: Periodismo|Otras|Escritura: Poesía,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G,Festival Internacional de Poesía de Rosario,http://www.fipr.com.ar/2015/hugo-diz/,,ADICIONES,subdisciplinas: Escritura: Poesía|Escritura: Periodismo
,Ana,Dobra,,,Mujer,,,1949,,Río Negro,DEF: Escritura,,,,,,NUEVO,sin observaciones
,Edgardo,Dobry,,,Hombre,,,1962,,Santa Fe,OBS: Escritura,Escritura: No ficción|Escritura: Poesía,,,,,NUEVO,sin observaciones
9188,Beda Manuel,Docampo Feijóo,,,Hombre,,,1948,,España,Artes audiovisuales|Escritura|Audiovisual,Dirección cinematográfica|Artes audiovisuales: Dirección cinematográfica|Artes audiovisuales: Guionista|Escritura: Narrativa|Otras,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Cine argentino. Diccionario de realizadores contemporáneos. 1987|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Internet Movie Database (IMDb)|Cine Nacional|Fundación Konex,http://www.imdb.com/name/nm0229962/|http://www.cinenacional.com/persona/beda-docampo-feijoo|http://www.fundacionkonex.com.ar/b2216-beda_docampo_feij%C3%B3o,,ADICIONES,"disciplinas: Artes audiovisuales, subdisciplinas: Artes audiovisuales: Dirección cinematográfica|Artes audiovisuales: Guionista|Escritura: Narrativa"
,Alejandro,Dolina,,,Hombre,,,1945,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Otras,,,,,OTROS NACIMIENTOS,1944
,Cristina,Domenech,,,Mujer,,,1954,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
9190,Carlos María,Domínguez,,,Hombre,23/04/1955,,1955,,Capital Federal,Escritura,Escritura: Narrativa|Periodismo|Narrativa|Escritura: Periodismo,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Carlos_Mar%C3%ADa_Dom%C3%ADnguez,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Periodismo
,Nora,Domínguez,,,Mujer,,,1951,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Reyna,Domínguez,,,?,,,1950,,San Juan,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Ariel,Dorfman,,,Hombre,,,1942,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Santiago,Doria,,,Hombre,,,1945,,Capital Federal,Artes escénicas|Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Jorge,Dorio,,,Hombre,,,1958,,Capital Federal,Escritura,Escritura: Poesía|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Mario R.,Dos Santos,,,Hombre,,,1944,1995,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Jorge,Dotti,,,Hombre,,,1947,,Capital Federal,DEF: Escritura,,,,,,NUEVO,sin observaciones
,María Rita,Drisaldi,,,Mujer,,,1950,,Santa Cruz,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Elsa,Drucaroff,,,Mujer,,,1957,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Jorge,Dubatti,,,Hombre,,,1963,,Capital Federal,OBS: Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Silvia,Dupuy,,,Mujer,,,1944,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Daniel,Durand,,,Hombre,,,1964,,Entre Ríos,Escritura,Escritura: Traducción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Carlos,Dutil,,,Hombre,,,1955,1998,Buenos Aires,Escritura,Escritura: Periodismo|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Vasco,OBS: Eci—[Evarría,,,?,,,1945,,Buenos Aires,Escritura|Artes visuales,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Marcelo,Eckhardt,,,Hombre,,,1965,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,CONFLICTOS,lugar_nacimiento: Capital Federal / Salta
,Rodolfo,Edwards,,,Hombre,,,1962,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Mónica,Efron,,,Mujer,,,1955,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Carlos Martín,Eguía,,,Hombre,,,1964,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
9386,Andrés,Ehrenhaus,,,Hombre,,,1955,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Traducción|Periodismo|Narrativa,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Traducción
,OBS: José Ricardo (Pepe),Eliaschev,,,,,,1945,,Capital Federal,Escritura,Escritura: No ficción|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Carlos,Elliff,,,Hombre,,,1968,,Capital Federal,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Alicia,Entel,,,Mujer,,,1946,,Capital Federal,Escritura,Escritura: No ficción|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Raúl Daniel,Escandar,,,Hombre,,,1957,,Santa Fe,OBS: Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
9393,Cristina,Escofet,,,Mujer,,,1945,,La Pampa,Artes escénicas|Escritura,Poesía|Escritura: Dramaturgia|Escritura: Narrativa|Dramaturgia|Narrativa|Otras,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G,,,,ADICIONES,subdisciplinas: Escritura: Dramaturgia|Escritura: Narrativa
,Carlos,Escude,,,Hombre,,,1948,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Adrián Néstor,Escudero,,,Hombre,,,1951,,Santa Fe,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Claudio,Espana,,,Hombre,,,1942,,OBS: Provingia De Buenos Aires,Escritura,Escritura: No ficción|Escritura: Periodismo,,,,,NUEVO,sin observaciones
9394,Miguel,Espejo,,,Hombre,08/05/1948,,1948,,Jujuy,Escritura,No ficción|Traducción|Poesía|Escritura: Narrativa|Periodismo|Narrativa|Escritura: Poesía|Escritura: No ficción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G,Fundación Konex,http://www.fundacionkonex.com.ar/b4694-miguel_espejo,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción
,Santiago,Espel,,,Hombre,,,1960,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,María Del Carmen,Espósito,,,Mujer,,,1943,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Edgardo,Esteban,,,Hombre,,,1962,,Buenos Aires,OBS: Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Carlos Alberto,Estevez,,,Hombre,,,1956,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Eduardo,Estevez,,,Hombre,,,1969,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Jorge,Estrella,,,Hombre,,,1940,,Tucumán,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Dolores,Etchecopar,,,Mujer,,,1956,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Emilio,Fabues,,,Hombre,,,1950,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Graciela,Falbo,,,Mujer,,,1951,,Buenos Aires,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,María Inés,OBS: Falcon],,,Mujer,,,1954,,Capital Federal,OBS: Escritura,Escritura: Dramaturgia|Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Guillermo,Fantoni,,,Hombre,,,1955,,Santa Fe,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Laura,Fava,,,Mujer,,,1942,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Miguel Angel,Federik Urrutia,,,Hombre,,,1951,,Entre Ríos,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Daniel,Feierstein,,,Hombre,,,1967,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
9400,Ricardo,Feierstein,,,Hombre,,,1942,,Capital Federal,Escritura|Artes visuales,No ficción|Poesía|Escritura: Narrativa|Periodismo|Narrativa|Arquitectura|Escritura: Poesía|Escritura: No ficción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Ricardo_Feierstein,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción
,Alfredo Horacio,Feijoó,,,Hombre,,,1945,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Carlos,Feilwg,,,Hombre,,,1961,1997,Santa Fe,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
9402,José Pablo,Feinmann,,,Hombre,29/03/1943,,1943,,Capital Federal,OBS: Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa|Periodismo|No ficción|Escritura: Periodismo|Otras|Escritura: No ficción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español|Fundación Konex,https://es.wikipedia.org/wiki/Jos%C3%A9_Pablo_Feinmann|http://www.fundacionkonex.org/b2296-jos%C3%A9_pablo_feinmann,,ADICIONES,"disciplinas: OBS: Artes audiovisuales, subdisciplinas: Artes audiovisuales: Guionista|Escritura: Narrativa|Escritura: No ficción|Escritura: Periodismo"
,Jorge,Felippa,,,Hombre,,,1949,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Beatriz,Fernandez,,,Mujer,,,1947,,Santa Fe,DEF: Escritura,,,,,,NUEVO,sin observaciones
,Felipe,Fernandez,,,Hombre,,,1956,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Guillemo Oscar,Fernández,,,?,,,1963,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Mauro,Fernandez,,,Hombre,,,1962,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,José María,Fernandez Alara,,,Hombre,,,1941,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Cristina,Fernandez Barragan,,,Mujer,,,1942,1995,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Jorge,Fernandez Díaz,,,Hombre,,,1960,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Carlos Manuel,Fernández Loza,,,Hombre,,,1940,,Santiago del Estero,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Osvaldo,Ferrari,,,Hombre,,,1948,,Capital Federal,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Diana,Ferraro,,,Mujer,,,1944,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,María Florencia,Ferre,,,Mujer,,,1965,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
9409,Christian,Ferrer,,,Hombre,,,1960,,Chile,Escritura,No ficción|Escritura: No ficción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G,Wikipedia en español,https://es.wikipedia.org/wiki/Christian_Ferrer,,ADICIONES,subdisciplinas: Escritura: No ficción
,Diego,Ferrero,,,Hombre,,,1971,,Santa Fe,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Graciela,Ferrero,,,Mujer,,,1955,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Mónica,Ferrero,,,Mujer,,,1958,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
9411,Gustavo Alejandro,Ferreyra,,,Hombre,04/01/1963,,1963,,Capital Federal,Escritura,Escritura: Narrativa|Narrativa,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G,Wikipedia en español,https://es.wikipedia.org/wiki/Gustavo_Ferreyra,,ADICIONES,subdisciplinas: Escritura: Narrativa
9450,Roberto,Ferro,,,Hombre,,,1944,,Capital Federal,Escritura,Poesía|No ficción|Escritura: Poesía|Escritura: No ficción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G,,,,ADICIONES,subdisciplinas: Escritura: Poesía|Escritura: No ficción
,Lucila,Fevola,,,Mujer,,,1942,,Capital Federal,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
9452,Marcelo,Figueras,,,Hombre,,,1962,,Capital Federal,Escritura,Otras|Escritura: Narrativa|Periodismo|Narrativa|Escritura: Periodismo,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Marcelo_Figueras,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Periodismo
,Estela,Figueroa,,,Mujer,,,1946,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Lola,Filippini,,,Mujer,,,1944,,Mendoza,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Daniel Fernando,Filmus,,,Hombre,,,1955,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Manuela,Fingueret,,,Mujer,,,1945,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Yiyu,Finke,,,?,,,1960,,Misiones,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alejandro,Finzi,,,Hombre,,,1951,,Buenos Aires,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Mariela,Fiocca,,,Mujer,,,1972,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Diego,OBS: Fisci—Ierman,,,Hombre,,,1955,,Capital Federal,OBS: Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Silvia,Florentino,,,Mujer,,,1945,,Santa Fe,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Olga Eugenia,Flores,,,Mujer,,,1941,,Tucumán,Escritura,Escritura: Narrativa|Escritura: No ficción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Rafael,Flores,,,Hombre,,,1950,,Córdoba,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Roberto,Flores,,,Hombre,,,1959,,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Rodolfo Enrique,Fogwill,,,Hombre,,,1941,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,CONFLICTOS,lugar_nacimiento: Capital Federal / Buenos Aires
,Gerardo,Foia,,,Hombre,,,1967,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Juan José,Folguerá,,,Hombre,,,1940,,Corrientes,Escritura,Escritura: Traducción|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Celia,Fontán,,,Mujer,,,1946,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Roberto,Fontanarrosa,,,Hombre,,,1944,,Santa Fe,Escritura|Artes visuales,Artes visuales: Dibujo|Escritura: Narrativa|Escritura: Otras,,,,,NUEVO,sin observaciones
,María Teresa,Forero,,,Mujer,,,1940,,Capital Federal,Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Elda Haidé,OBS: Forga&#39;Ito,,,Mujer,,,1944,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Rosana,Formia,,,Mujer,,,1969,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
9463,Juan,Forn,,,Hombre,05/11/1959,,1959,,Capital Federal,Escritura,Narrativa|Escritura: Narrativa|Escritura: Traducción|Periodismo|Escritura: Periodismo,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Juan_Forn,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Traducción|Escritura: Periodismo
9464,Ricardo,Forster,,,Hombre,26/09/1957,,1957,,Capital Federal,Escritura,No ficción|Escritura: No ficción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G,Wikipedia en español,https://es.wikipedia.org/wiki/Ricardo_Forster,,ADICIONES,subdisciplinas: Escritura: No ficción
,Roberto Armando,Forte,,,Hombre,,,1945,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Marcelo,Fox,,,Hombre,,,1942,1968,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Rafael,Freda,,,Hombre,,,1948,,Capital Federal,Escritura,Escritura: Dramaturgia|Escritura: Poesía,,,,,NUEVO,sin observaciones
9466,Daniel,Freidemberg,,,Hombre,,,1945,,Chaco,Escritura,No ficción|Poesía|Escritura: Traducción|Escritura: Poesía|Escritura: No ficción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G,,,,ADICIONES,subdisciplinas: Escritura: Traducción|Escritura: Poesía|Escritura: No ficción
,Héctor,Freire,,,Hombre,,,1953,,Capital Federal,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Silvia Inés,Freire,,,Mujer,,,1957,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Susana,Freire,,,Mujer,,,1944,,Buenos Aires,OBS: Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Rodrigo,Eresan,,,Hombre,,,1963,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Romina,Freschi,,,Mujer,,,1974,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alberto,Frit Z,,,Hombre,,,1962,,Río Negro,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Luis,Frontera,,,Hombre,,,1946,,Capital Federal,OBS: Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Andrea,OBS: Fruti&#39;Ero,,,Ambiguo,,,1964,,Santa Fe,Escritura,Escritura: Poesía|Escritura: Periodismo,,,,,NUEVO,sin observaciones
