nid,nombres,apellidos,seudonimos,variantes,genero,fecha_nacimiento,fecha_muerte,ano_nacimiento,ano_muerte,lugar_nacimiento,disciplinas,subdisciplinas,fuentes,enlaces_titulo,enlaces_url,notas,obs_tipo,obs_descripcion
,Guillermo,Ibanez,,,Hombre,,,1949,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Roberto,Ibanez,,,Hombre,,,1952,,Tucumán,Artes escénicas|Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Ricardo,Ibarlucia,,,Hombre,,,1961,,Capital Federal,Escritura,Escritura: Traducción|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Gladys,Ilarregui,,,Mujer,,,1958,,Capital Federal,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Juan Manuel,Inchauspe,,,Hombre,,,1940,1993,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Pablo,Ingberg,,,Hombre,,,1960,,Buenos Aires,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Traducción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Sylvia,Iparraguirre,,,Mujer,,,1947,,Buenos Aires,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Fabián,Iriarte,,,Hombre,,,1963,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,María,Iribarren,,,Mujer,,,1957,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,OBS: J0Rge,Isaias,,,,,,1946,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Elpidio,Isla,,,Hombre,,,1948,,Santa Cruz,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Silvia,Itkin,,,Mujer,,,1958,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Aurelia Rosa,Iurilli,,,Mujer,,,1941,,Italia,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Enrique,Ivaldi,,,Hombre,,,1949,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alberto,Ivern,,,Hombre,,,1949,,Santa Fe,OBS: Artes escénicas|Escritura,,,,,,NUEVO,sin observaciones
,Guillermo,Jaim Etcheverry,,,Hombre,,,1942,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Ana,Jaramillo,,,Mujer,,,1949,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Aníbal,Jarkowski,,,Hombre,,,1960,,Buenos Aires,OBS: Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Federico,Jeanmaire,,,Hombre,,,1957,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Elizabeth,Jelin,,,Mujer,,,1941,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Reynaldo,Jimenez,,,Hombre,,,1959,,OBS: Peru,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Sebastián,Jorgi,,,Hombre,,,1942,,Buenos Aires,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Cecilia,Justo,,,Mujer,,,1970,,Entre Ríos,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Lylian,Justribo,,,?,,,1943,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Carlos Alfredo,Juvenal,,,Hombre,,,1943,1996,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Mauricio Claudio,Kacs,,,Hombre,,,1951,,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Tamara,Kamenszain,,,Mujer,,,1947,,Capital Federal,Escritura,Escritura: Periodismo|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Mauricio,Kartun,,,Hombre,,,1946,,Buenos Aires,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Alejandro,Katz,,,Hombre,,,1960,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Ruth,Kaufman,,,Mujer,,,1961,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Sergio,Kern,,,Hombre,,,1954,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Sergio Mauricio,Kisielewsky,,,Hombre,,,1957,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Laura,Klein,,,Mujer,,,1958,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Vlady,Kociancich,,,?,,,1941,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Fernando,Kofman,,,Hombre,,,1947,,Misiones,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Martín,Kohan,,,Hombre,,,1967,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Gregorio,OBS: Roi—Ion,,,Hombre,,,1943,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Dora,Korman De Sterman,,,Mujer,,,1941,,Capital Federal,OBS: Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Guillermo,Korn,,,Hombre,,,1967,,Capital Federal,DEF: Escritura,,,,,,NUEVO,sin observaciones
,Kado,Kostzer,,,Hombre,,,1946,,Tucumán,OBS: Artes escénicas|Escritura,Escritura: Traducción,,,,,NUEVO,sin observaciones
,Santiago,Kovadloff,,,Hombre,,,1942,,Capital Federal,OBS: Escritura,Escritura: Traducción|Escritura: No ficción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alicia,Kozameh,,,Mujer,,,1953,,Santa Fe,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Rita,Kratsman,,,Mujer,,,1940,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,María Inés,Krimer,,,Mujer,,,1951,,Entre Ríos,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Ricardo,Kunis,,,Hombre,,,1948,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Christian,OBS: Kupci—Iik,,,Hombre,,,1954,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Luis,Labrana,,,Hombre,,,1946,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Reinaldo,Laddaga,,,Hombre,,,1963,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
9358,Jorge,Lafauci,,,Hombre,,,1943,,Capital Federal,OBS: Escritura|Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Periodismo|No ficción|Escritura: Periodismo|Narrativa|Escritura: No ficción,Diccionario de autores teatrales argentinos (1950-2000). Tomo 2. L-Z. 2006,,,,ADICIONES,"disciplinas: OBS: Escritura, subdisciplinas: Escritura: Dramaturgia|Escritura: Narrativa|Escritura: No ficción|Escritura: Periodismo"
,Martín Ernesto,Iafforgue,,,Hombre,,,1970,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Graciela,Lago,,,Mujer,,,1957,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Juan Pedro,Lagomarsino,,,Hombre,,,1965,,Misiones,OBS: Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Alberto,Lagunas,,,Hombre,,,1940,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Roberto,Lahera,,,Hombre,,,1953,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alberto,Laiseca,,,Hombre,,,1941,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Osvaldo,Lamborghini,,,Hombre,,,1940,1985,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Jorge,Lanata,,,Hombre,,,1960,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Luis Alberto,Laporta,,,Hombre,,,1954,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Lucía,Laragione,,,Mujer,,,1946,,Capital Federal,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Lilia,Lardone,,,Mujer,,,1941,,Córdoba,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Nora,Larrandart,,,Mujer,,,1940,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Silvia Antonia,Lasala,,,Mujer,,,1947,,Santa Fe,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Héctor,Lastra,,,Hombre,,,1943,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Víctor,Lavagno,,,Hombre,,,1955,,Capital Federal,OBS: Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Delia,Lavedan,,,Mujer,,,1950,,Capital Federal,Escritura,Escritura: Traducción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Anahí,Lazzaroni,,,Mujer,,,1957,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alicia,Lazzaroni De Molinolo,,,Mujer,,,1954,,Buenos Aires,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Edith,Le Bas,,,Mujer,,,1947,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Luis Alberto,Lecuna,,,Hombre,,,1951,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Angel,Leiva,,,Hombre,,,1941,,Tucumán,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Román,Lejtman,,,Hombre,,,1959,,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Orlando Francisco,Leo,,,Hombre,,,1940,,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Federico,León,,,Hombre,,,1975,,Capital Federal,OBS: Artes escénicas|Escritura,,,,,,NUEVO,sin observaciones
,María,Leone,,,Mujer,,,1940,,Capital Federal,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Jorge,Lepore,,,Hombre,,,1949,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Pablo,Lerman,,,Hombre,,,1948,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Lidia,Lerner,,,Mujer,,,1958,,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Alfredo,Leuco,,,Hombre,,,1955,,Córdoba,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Marcelo Leonardo,Levinas,,,Hombre,,,1953,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Reni,Levy,,,?,,,1948,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Jorge,Leyes,,,Hombre,,,1962,,Entre Ríos,Artes escénicas|Artes audiovisuales|Escritura,Escritura: Dramaturgia|Artes audiovisuales: Guionista,,,,,NUEVO,sin observaciones
,Héctor,Libertella,,,Hombre,,,1945,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Ana Alicia,Licitra,,,Mujer,,,1943,,OBS: Buenos Amas,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Gabriela,Liffschitz,,,Mujer,,,1963,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Raúl Jorge,Lima,,,Hombre,,,1940,,Entre Ríos,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Daniel,Link,,,Hombre,,,1959,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Santiago,Llach,,,Hombre,,,1972,,Santa Fe,Escritura,Escritura: Poesía|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Marisel,Lloberas Chevalier,,,Mujer,,,1960,,Buenos Aires,Escritura,Escritura: Dramaturgia|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Dario Angel,Lobato,,,Hombre,,,1951,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Susana,Lobo,,,Mujer,,,1947,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Adelina,Lo Bue,,,Mujer,,,1959,,Mendoza,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Florencia María De Luján,Lo Celso,,,Mujer,,,1947,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Vivian,Lofiego,,,Mujer,,,1964,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Edgardo,Lois,,,Hombre,,,1962,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Patricio,Lóizaga,,,Hombre,,,1954,,Capital Federal,Escritura,Escritura: Periodismo|Escritura: No ficción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,María Rosa,Lojo,,,Mujer,,,1954,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Hugo,Lollini,,,Hombre,,,1951,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Guillemo,Lombardía,,,?,,,1952,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alexandra,Lomónaco,,,Mujer,,,,,,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Fernando,López,,,Hombre,,,1948,,Córdoba,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Horacio,López,,,Hombre,,,1954,,Buenos Aires,Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa,,,,,NUEVO,sin observaciones
,María Pía,López,,,Mujer,,,1969,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Lylian Rosa,Lopez De Stopani,,,?,,,1940,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Hernán,Lopez Echagúe,,,Hombre,,,1956,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Alejandra,Lopez Ruiz,,,Mujer,,,1964,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,May,Lorenzo Alcala,,,Mujer,,,1946,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Miguel,Loreti,,,Hombre,,,1945,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Traducción,,,,,NUEVO,sin observaciones
,Manuel Abraham,Loterzstein,,,Hombre,,,1940,,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Luis Alberto,Lozano,,,Hombre,,,1960,,Buenos Aires,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Violeta,Lubarsky,,,Mujer,,,1955,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Juan Pablo,Lucchelli,,,Hombre,,,1966,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Liliana,Lukin,,,Mujer,,,1951,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Vicente,Luy,,,Hombre,,,1961,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Telma,Luzzani,,,Mujer,,,1951,,Capital Federal,Escritura,Escritura: No ficción|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Viviana Irene,OBS: Lysy],,,Mujer,,,1958,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Karina,Macgio,,,Mujer,,,1974,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,"ERR: MACOCOS  Grupo teatral formado en 1985 e integra- do por Daniel Casablanca (Buenos Aires, 1965),javier Rama (Buenos Aires, 1962), Martín Salazar (Buenos Aires, 1966), Ga- briel Wolf (Buenos Aires, 1960) y Mar- celo Xicarts (Montevideo, Uruguay, 1964). Macocos es responsable de la escritura grupal de los guiones para los espectácu- los: ¡Macocos! (1985), ¡Macocos Chou.I (1987) y ¡Macocos chau! (El Regreso) (1988), Maco— cos, mujeres y rock (1989), Macocos, adiós y buena suerte (1991), Geometría de un viaje (1994), Macocrisis (1996) y Lafabulosa his- toria de los inolvidables Marrapodi (1998, escrito por dos de los integrantes del gru- po,javier Rama y Marcelo Xicarts, con la colaboración de jorge Maronna, integran- te de Les Luthiers).",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,Mario,Mactas,,,Hombre,,,1944,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Jorge,Maestro,,,Hombre,,,1951,,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Luis,Maggiori,,,Hombre,,,1964,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Pedro,Mairal,,,Hombre,,,1970,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Maitena,Burundarena,Maitena,,Mujer,,,1962,,Capital Federal,Escritura|Artes visuales,Artes visuales: Dibujo|Escritura: Narrativa|Escritura: Otras,,,,,NUEVO,sin observaciones
,Luis,Majul,,,Hombre,,,1961,,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Héctor,Malamud,,,Hombre,,,1943,,Capital Federal,OBS: Artes escénicas|Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Roberto,Malatesta,,,Hombre,,,1961,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,David,Maldavsky,,,Hombre,,,1941,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,María Rosa,Maldonado,,,Mujer,,,1944,,España,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Wenceslao,Maldonado,,,Hombre,,,1940,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Nelson,OBS: Mallaci—I,,,Hombre,,,1968,,Buenos Aires,Escritura,Escritura: Dramaturgia|Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Anahí,Mallol,,,Mujer,,,1968,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,María Marta,Malusardi,,,Mujer,,,1966,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Ricardo,Maneiro,,,Hombre,,,1942,,Tucumán,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,María Del Carmen,OBS: Mane&#39;Iti,,,Mujer,,,1953,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alberto,Manguel,,,Hombre,,,1948,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Traducción|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Hilda,Mans,,,Mujer,,,1943,,Capital Federal,Escritura|Artes visuales,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Elida,Manselli,,,Mujer,,,1941,,Capital Federal,Escritura|Artes visuales,Artes visuales: Pintura|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Raúl,Mansilla,,,Hombre,,,1959,,Chubut,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Silvia,Manzini,,,Mujer,,,1951,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Jorge,Manzur,,,Hombre,,,1949,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Marcelo,Maran,,,Hombre,,,1956,,Buenos Aires,OBS: Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Sergio,Marchi,,,Hombre,,,1963,,Capital Federal,Música|Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Malena,Marechal,,,Mujer,,,1942,,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Elena,Marengo,,,Mujer,,,1943,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Alejandro,Margulis,,,Hombre,,,1961,,Estados Unidos,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Marina,Mariasch,,,Mujer,,,1973,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Antonio,Marimón,,,Hombre,,,1944,,Mendoza,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Jaime,Marín,,,Hombre,,,1942,,Capital Federal,Escritura,Escritura: No ficción|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,José Luis,OBS: Marine&#39;Iti,,,Hombre,,,1944,,Capital Federal,OBS: Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Ricardo,Marino,,,Hombre,,,1956,,Buenos Aires,Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Luis Del,Marmol,,,Hombre,,,1966,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Jorge,Maronna,,,Hombre,,,1948,,Buenos Aires,Música|Escritura,Escritura: Narrativa|Escritura: Otras,,,,,NUEVO,sin observaciones
,María Luisa,Marquez,,,Mujer,,,1947,,Capital Federal,Escritura|Artes visuales,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alfredo,Martín,,,Hombre,,,1958,,Corrientes,OBS: Artes escénicas|Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Jorge Abel,Martin,,,Hombre,,,1946,,Capital Federal,OBS: Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Mónica,Martín,,,Mujer,,,1960,,Capital Federal,OBS: Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Carlos Dámaso,Martinez,,,Hombre,,,1944,,Córdoba,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Guillermo,Martínez,,,Hombre,,,1962,,Buenos Aires,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Manuel A.,Martínez Novillo,,,Hombre,,,1950,,Tucumán,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Juan,Martini,,,Hombre,,,1944,,Santa Fe,OBS: Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Juan Carlos,Martini Real,,,Hombre,,,OBS: l940,1996,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Daniel,Martino,,,Hombre,,,1961,,Capital Federal,Escritura,Escritura: No ficción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,María,Martoccia,,,Mujer,,,1957,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Juanita Inés,Marún,,,Mujer,,,1955,,San Juan,Escritura,Escritura: Poesía|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,María,Mascheroni,,,Mujer,,,1958,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Daniel,Mastroberardino,,,Hombre,,,1955,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Blas,Matamoro,,,Hombre,,,1942,,Capital Federal,OBS: Escritura,Escritura: Narrativa|Escritura: Traducción|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Beatriz,Matar,,,Mujer,,,1941,,Capital Federal,OBS: Artes escénicas|Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Silvio,Mattoni,,,Hombre,,,1969,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Marcos,Mayer,,,Hombre,,,1952,,Capital Federal,OBS: Escritura,Escritura: Traducción|Escritura: Periodismo|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Mariano,Mayer,,,Hombre,,,1971,,Capital Federal,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Héctor Osvaldo,Mazal,,,Hombre,,,1955,,Misiones,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Norma,Mazzei,,,Mujer,,,1952,,Capital Federal,Escritura,Escritura: Periodismo|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Román Gustavo,Mazzilli,,,Hombre,,,1956,,Capital Federal,OBS: Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,María,Medrano,,,Mujer,,,1971,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alfredo,Megna,,,Hombre,,,1952,,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,OBS: Jorge Hipólito (Meiji),OBS: Meij&#39;Ide,,,,,,1947,,Buenos Aires,Escritura|Artes visuales,Artes visuales: Dibujo|Escritura: Otras,,,,,NUEVO,sin observaciones
,César,Melis,,,Hombre,,,1956,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Claudia,Melnik,,,Mujer,,,1959,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Miguel Oscar,Menassa,,,Hombre,,,1940,,Capital Federal,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,María Celeste,Mendaro,,,Mujer,,,1957,,Entre Ríos,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Mario,Mendez,,,Hombre,,,1965,,Buenos Aires,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Juan,Meneguin,,,Hombre,,,1958,,Entre Ríos,Escritura,Escritura: Poesía|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Raúl Alberto,Merenuk,,,Hombre,,,1949,,Capital Federal,OBS: Artes escénicas|Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Marta,Merkin,,,Mujer,,,1947,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Roberto,Mero,,,Hombre,,,1958,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
