"nid","nombres","apellidos","seudonimos","variantes","genero","fecha_nacimiento","fecha_muerte","ano_nacimiento","ano_muerte","lugar_nacimiento","disciplinas","subdisciplinas","fuentes","enlaces_titulo","enlaces_url","notas"
"8708","Sergio","Bufano","","","Hombre","","","1943","","Capital Federal","Escritura","Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8875","Alfredo","Bufano","","","Hombre","21/08/1895","31/10/1950","1895","1950","Mendoza","Escritura","Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Alfredo_Bufano",""
"8897","Silvina","Bullrich","","","Mujer","04/10/1915","02/07/1990","1915","1990","Capital Federal","Escritura|Audiovisual","Otras|Narrativa|Periodismo|Traducción","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Silvina_Bullrich",""
"8934","Alejandro E.","Bunge","","","Hombre","08/01/1880","24/05/1943","1880","1943","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia en español","https://es.wikipedia.org/wiki/Alejandro_Bunge",""
"8935","Carlos Octavio","Bunge","","C. O. Bunge","Hombre","19/01/1875","23/05/1918","1875","1918","Buenos Aires","Escritura","Dramaturgia|No ficción","Biografías sintéticas de autores argentinos. 1940|Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia en español","https://es.wikipedia.org/wiki/Carlos_Octavio_Bunge",""
"8709","Gustavo","Buntinx","","","Hombre","","","1957","","Capital Federal","Escritura","No ficción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8936","José C.","Burgueño","","","Hombre","","","1860","1944","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"8710","Gerardo","Burton","","","Hombre","","","1951","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8898","Mario Raimundo","Busignani","","","Hombre","29/09/1908","09/10/1990","1908","1990","Jujuy","Escritura","Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"8711","Carlos Miguel","Busignani","","","Hombre","","","1953","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8712","Adrián","Bussolini","","","Hombre","","","1962","","Santa Fe","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8937","José Luis","Bustamante","","","Hombre","","","1799","1857","Buenos Aires","Escritura","No ficción|Periodismo","Biografías sintéticas de autores argentinos. 1940|Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","","{diferencia}{libro=568}{2}{1804}"
"8713","Emiliano","Bustos","","","Hombre","","","1972","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8899","Miguel Ángel","Bustos von Joecker","","","Hombre","","","1932","1976","Capital Federal","Escritura|Artes visuales","Dibujo|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Miguel_%C3%81ngel_Bustos","Secuestrado por la dictadura militar el 30/05/1976. Desaparecido. En 2014 el Equipo Argentino de Antropología Forense encontró su cuerpo. Fue fusilado con dos disparos en la cabeza en junio de 1976."
"8714","Enrique","Butti","","","Hombre","","","1949","","Santa Fe","Escritura","Narrativa|Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","Territorio de Letras","http://www.territoriodeletras.com.ar/poetas/enrique-butti",""
"8715","Silvestre","Byrón","","","Hombre","","","1948","","Capital Federal","Escritura","No ficción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9640","Alberto","Cabado","","","Hombre","","","","","Argentina","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Cine Nacional|Internet Movie Database (IMDb)","http://www.cinenacional.com/persona/alberto-cabado|http://www.imdb.com/name/nm1135522/",""
"8900","Graciela Beatriz","Cabal","","","Mujer","11/11/1939","23/02/2004","1939","2004","Capital Federal","Escritura","Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Fundación Konex","https://es.wikipedia.org/wiki/Graciela_Cabal|http://www.fundacionkonex.com.ar/b2591-graciela_beatriz_cabal",""
"8717","Ana","Caballero","","","Mujer","","","1940","","Capital Federal","Escritura","Dramaturgia|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8718","Marta Elena","Caballero","","","Mujer","","","1944","","Córdoba","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9641","Oscar","Cabeillou","","","Hombre","","","","","Argentina","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Cine Nacional|Internet Movie Database (IMDb)","http://www.cinenacional.com/persona/oscar-cabeillou|http://www.imdb.com/name/nm1202167/",""
"8719","Susana Alicia","Cabello","","","Mujer","","","1967","","Mendoza","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8720","Eugenia","Cabral","","","Mujer","29/11/1954","","1954","","Córdoba","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","Festival Internacional de Poesía de Rosario","http://www.fipr.com.ar/XXII/invitados/eugenia-cabral/",""
"8721","Susana","Cabuchi","","","Mujer","","","1948","","Córdoba","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8901","Germán","Cáceres","","","Hombre","","","1938","","Capital Federal","Escritura","No ficción|Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"8722","Andrés","Cáceres","","","Hombre","","","1940","","Mendoza","Escritura","No ficción|Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8978","Vicente P.","Cacuri","","","Hombre","","","1886","1960","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"8902","Enrique Domingo","Cadícamo","Rosendo Luna|Yino Luzzi","","Hombre","15/07/1900","03/12/1999","1900","1999","Buenos Aires","Escritura|Música|Audiovisual","Dirección cinematográfica|Otras|Dramaturgia|Poesía|Autor de letra|Autor de música","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Internet Movie Database (IMDb)|Fundación Konex","https://es.wikipedia.org/wiki/Enrique_Cad%C3%ADcamo|http://www.imdb.com/name/nm0128344/|http://www.fundacionkonex.org/b1638-enrique_cad%C3%ADcamo",""
